client_id,visitor_id,visit_id,process_step,date_time
6042588,842877214_98530574279,101876475_32929850033_4368,confirm,2017-06-03 12:32:01
7339781,379888005_87479091128,101881214_40147450360_975629,confirm,2017-03-31 17:08:35
1232986,650063934_70069048250,101888000_165543841_994097,confirm,2017-04-05 17:58:50
6104220,935313021_32051270296,101900281_60808991033_607861,confirm,2017-06-14 17:50:06
8984930,441366284_40093440470,101901793_38285706284_788189,confirm,2017-05-23 18:39:46
9903613,311682766_95746784244,101915694_81881039434_415298,confirm,2017-06-13 15:20:11
4197254,154177517_67858838232,101924008_14674388533_129971,confirm,2017-06-14 13:33:33
159268,435857651_99177186625,101943895_86775091670_183092,confirm,2017-04-21 12:30:31
8205887,414411710_33902096178,101944982_83813434572_150434,confirm,2017-06-06 06:37:24
72956,937367572_7205339115,101952396_36302560010_527605,confirm,2017-05-25 08:39:09
8252266,898405345_38465275930,10195285_83113954302_914786,confirm,2017-04-19 11:14:50
2912624,471476518_28646076125,101959514_17107895085_248620,confirm,2017-06-12 10:16:50
7474675,477545717_56027552574,101970334_39517123793_846983,confirm,2017-06-06 09:39:14
3338785,737030484_90541952121,10197038_85910661592_812671,confirm,2017-06-01 18:34:57
985904,294248763_82188217311,101970512_42382377905_657630,confirm,2017-04-19 12:12:13
1798095,589361706_43571758955,101974799_89715415460_875158,confirm,2017-04-12 19:20:40
5462697,504754500_87302240538,101988353_23463350808_751889,confirm,2017-06-18 12:45:45
6642237,533133791_55495461322,101992635_61594742250_953624,confirm,2017-05-30 10:08:47
3504782,90351929_84876181801,102013294_76676386785_847347,confirm,2017-06-01 11:13:29
5206969,167428742_47036719462,102014203_14481400464_491488,confirm,2017-06-08 07:35:17
3697739,985089982_39313007682,102019218_40905028058_226089,confirm,2017-06-07 13:24:35
4863666,537563158_39599891003,102023307_11552556299_423138,confirm,2017-04-10 23:07:10
3606469,146474729_51392491807,102028949_77333531405_172916,confirm,2017-04-15 21:27:44
9719474,494497404_19580991399,102039130_96083762708_562998,confirm,2017-05-29 14:45:37
1688588,494497404_19580991399,102039130_96083762708_562998,confirm,2017-05-29 14:38:10
1081771,177562071_65278452379,102040676_43919492336_211555,confirm,2017-03-29 11:13:20
7535703,714404330_98641522916,102065859_25590646512_345499,confirm,2017-05-31 09:30:35
7282229,328770344_47040411871,102070457_22103623929_843828,confirm,2017-06-01 11:39:55
9778690,360279578_77187030592,102077310_84042656396_814492,confirm,2017-05-30 17:22:04
20185,605452303_14846862358,10208508_48498393982_276767,confirm,2017-04-24 16:34:48
9009821,65972170_39161386253,102087008_74127215915_642470,confirm,2017-05-04 08:54:55
5354296,225146816_90317608769,102093258_99420218920_445705,confirm,2017-06-15 14:39:32
5084415,441532488_80597309270,102117430_8358683171_251810,confirm,2017-04-05 12:00:13
9824904,704635062_91079179350,102119354_2378687575_728200,confirm,2017-06-10 10:22:01
1364913,725023061_67116598037,102127158_52101637420_767224,confirm,2017-05-24 17:24:04
2247104,247820056_3817789340,102130819_22041693001_249069,confirm,2017-05-24 20:36:40
6980355,301183377_14304594078,102135578_44389748355_529451,confirm,2017-04-16 11:50:43
1373405,829453748_57119267517,102142817_7580637917_670602,confirm,2017-04-11 12:00:13
9885157,750379355_25308204706,102151053_88249095076_928002,confirm,2017-06-12 06:36:56
153808,842589755_11869024698,102170732_36448283946_240518,confirm,2017-06-18 14:55:45
5363773,469938743_9009810940,102171645_828276755_22016,confirm,2017-06-07 14:58:20
3338567,150499844_11284674212,102173345_45297957122_974567,confirm,2017-06-01 14:33:53
9223714,451525941_42386847699,102192856_36776313213_528609,confirm,2017-04-23 09:48:44
7817249,562861391_42224391755,102209506_5775443814_291529,confirm,2017-04-01 10:33:04
8336819,317941225_2571701599,102221800_38863117229_71630,confirm,2017-06-11 08:50:31
